"file","bytes","sha256","internal_exact_count","formal_match_count","formal_matches","classification","recommended_disposition","decision"
"05-内容生产/内容体系/00-缓冲区/README.md","872","335E2D891D2E85A6C6D785D7BFEA4E6EC15A5B38ED5F1804CE00285046EA80BA","1","0","","governance-file","keep","keep"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/dbs-chatroom-复利.md","2052","5F32B9FDA02DB85D3E691A262AD9C558552F6DD65E1E1F05DE937A60C2B9CA58","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/GOAL_ACTION_ALIGNMENT.md","1625","44F77F781FDA4EC59D9028AC5E3EC6C5BFE9502835144C5E14385C775F600B9B","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/LEARNING_PATHS.md","4059","7EA98882E8B9566AA97EC2960F2BE426701F1C14F485524DB44EFE4CF5B93823","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/README.md","264","D71C5EB0FC3EF5DAF9A45EDCFAE043F353A5B87F253BE5D77DAEA3935DD8AB3E","1","0","","governance-file","keep","keep"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/book-decons/拆书-大明王朝1566.md","4680","A32AEA1CBF824629A6075CDB88E4E0E657C06801CCCCE5A50A8378A6441E81F7","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/book-decons/拆书-富爸爸穷爸爸.md","5088","A506C193A2F8B5503366BFDD0F522BA914764660849CAE223925D328DCBB4372","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/book-decons/拆书-每周工作4小时.md","4839","8560F9A3F38293B3202EE4BDB95D2808027900D92F762747856121145FDE8BAE","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/book-decons/拆书-认知觉醒.md","5256","B3DCF4A945ACCA94C119B264AFE2EEA77865BCC2ACEBF2A912BE63A27C38F712","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/book-decons/拆书-少有人走的路.md","3637","DBBFF585F58892EF650DE5EBF528D28CE9443D757411E902B50EABF005A79888","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/cognition/长文02-三重大脑与元认知.md","6404","F6BB015741151BE44AC53FBAE4E3CB96791B4D5DCC9A2597D658E4C6AE79B98B","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/cognition/长文12-第一性原理思考入门.md","4975","4E43FAB37E715ADEEC70C7ED4BA07A424719247D1A20E9B81B3DE82C89E37448","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/cognition/长文15-复利思维在生活中的迁移应用.md","4921","9F9F2999CB994A5ABA5D57119CA02100467CE46F01F4F6C050E60443790F0AB4","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/cognition/长文24-元认知训练的21天计划.md","4365","29935FCF19E29C6DC707471021B5E94CC935D37D2A39BB9371A835213DC66201","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/cognition/长文28-认知驱动_vs_输入驱动.md","3513","2D03DC290B7DA87ED3DFFBAC49C761DBB84BAB8757AE9B68BBCCEC641710C3F9","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/cognition/长文32-马斯克五步算法的通用应用.md","3974","6F1FB823D5831964BFCD05691D0F870B89871C4AAA39160EC7299840D39BCD2D","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/cognition/长文37-复利效应在习惯养成中的应用.md","3406","E4A30C05217D26A431348B1118E016D7AD36F76C5FEAD25600D3CB9476A38E65","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/cognition/长文42-注意力的经济学.md","2865","E34455DDC53F3C65944666FA7DA77B8CE9F75660573A194AE8EE8B09AF47945E","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/cognition/长文45-元认知_AI时代的终极竞争力.md","2885","901E82FFF29127D285CF026FA87BF4449A8C43D80C392312B5C6B6903B6CABCE","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/cognition/长文46-焦虑的进化心理学解释.md","3683","9A49434986C96C491947F2AC116AF88CA4BE7E84658DD3C7CFA3D355901DAB62","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/cognition/长文76-复利思维的认知前设.md","3189","5D62364D29EAE085DDC753F9AE1FD7D62683B8ABC667F106723C1B2F0A7D7228","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/cognition/长文77-第一性原理的日常用法.md","3185","9B8592D174477E1295130B5B10049BF8889A8A44032A542F60E6931A8250ACB7","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/cognition/长文78-学习不是为了记住.md","2925","2C422A27EF0A87BFB05D1FA3B87A0EABEC16F3AEF83B5AAF3B654368AADF0C76","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/cognition/长文79-创造者vs消费者.md","3264","2842BFC65A4303E7F4EA035F6E66FFC3F8B2078FB98505141ECFBB0C94E5F280","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/cognition/长文83-系统诊断：当知识和行动脱节.md","4898","A7EAD62D058F38AD2D2C6F26A2CE8C3BC4D20DF9DA1412D9BBD2C90F4871EA09","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/cognition/长文84-复利行动方案：从读到做.md","2536","3B0CB8767C41AB9CA6496016452F77568CCBD52B78DF7A21845A733D7B4C4682","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/cognition/长文88-现实反馈复利协议：从成瘾止痛切回执行底盘.md","2648","F2F7E8D86100F1D2A3C68D5F21B6BF1987EC30DCBCA6DFB49F053D39F1266E1B","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/cognition/长文89-纳瓦尔财富物理学：杠杆专长和复利.md","2328","BCBEF9FF9E176AE0C5C6333B6953B47FDC3453B88DC868CAF63CC3E1D4F2CE85","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/cognition/长文90-位置稀缺性与无效努力.md","2612","8B188E7FBF3DFADDAFF7CA9B9BA3D0BDB7DC4DA80E75794C69C465BB78265A81","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/cognition/长文91-塔勒布的反脆弱日常化.md","2646","064EFCB977C6A396E8CC9D43A70B522B0CAD420B5FC10A0A7BF78BD2E2B30889","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/cognition/长文92-马斯克五步算法：删减比增加难100倍.md","2796","81952D602E40555571CCAA3C0FBF0CF8ABE1A88A87392CBE45195D6FCCD6CC47","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/cognition/长文98-乔布斯的现实扭曲力场.md","2693","7AB58841FAD607768EA696D95D43D456B835FA7A136E50EC14388D8D73EDE647","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/concept-anatomy/第一性原理__concept-anatomy.md","2322","8A16AB815C4E215C8B3A001E352B7715477094A2E34A9ACBA2D7FBC3D0D96F0F","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/concept-anatomy/复利__concept-anatomy.md","4949","61F02028703F55C07F6A1DDB702A757EE88F3B9F263007F42C63ADB953DC0DF8","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/concept-anatomy/认知偏差__concept-anatomy.md","3768","B92FA97721598C44A6386F25D393AE81B5A802C26F12E64FFB03DAB2398D295F","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/concept-anatomy/系统思维__concept-anatomy.md","2310","6CC5A5BC797C11E43A111EFA96299BA27175434D754C2144D4CE850860F1E61E","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/concept-anatomy/心智带宽__concept-anatomy.md","2267","704082F4C2AF0EE5282DA417E087B4808399AC05F1D5DB966D6D47140E00D596","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/concept-anatomy/延迟满足__concept-anatomy.md","3859","663581832B712BCFA7E1A302DA22C6A1258F1446102E57844C5F73E46AD64725","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/concept-anatomy/元认知__concept-anatomy.md","4317","CFEC4E31C41FB50F5A5F1D21E040A711C7BA086E56B315CC93E9836D30056DD1","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/dankoe-methodology/DK01-10条思想原则.md","4636","E696D352C11540FAC8C08984BF412F541E7CB72F264800C620C907D6A4F18854","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/dankoe-methodology/DK02-从旧系统退出：6个哲学重建.md","2713","AAAB44474A1559FCE70CC6F5569CDE83455C2736E91829CF4682C47989A11557","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/dankoe-methodology/DK03-创作者闭环：每日系统.md","3158","93F4D947FE6B17239AF18CEF6D7E61E6A1B4641C66C1FCE92F4328879B371264","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/dankoe-methodology/DK04-90天思想实践计划.md","2342","0A3A5DFE1846F5119CC58D3516A06F70B418370F51E71E87EF4C59208C2EBD74","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/dankoe-methodology/DK05-2026关键更新·AI一人企业新范式.md","2546","95F9BDD49116080C0945009662E7631D49A550EC6C9AD955BCBDA89B743D8046","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/decision-system/01_事实.md","2485","91ED8CCC5FCBE15FD9C224E20C300AA4B492896ACBB80A349A4C59CBCF74FBD1","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/decision-system/02_商业模式诊断.md","3434","85802FC542A1B023489531C3AEC644610DF22E401976F7F7A24EEB72E57D9CF0","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/health/公众号-生命之书v1.md","5169","6E3060FEF58B4FF73125CEE6B57824FD227A63D5AE152B615159BC97FA9AB8CC","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/health/长文01-重新理解多巴胺.md","5658","A33FBB988397D627090664EADAE81F98284E9EBCB2AA77FEDA55E228B7930D11","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/health/长文04-中医系统论.md","5597","E8A71F013EF349FBE2F2264F432E6F59213273FAEB83C58A04C2B24E20FFDA95","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/health/长文101-高维人类运维协议：把身体当成生产系统来管理.md","2966","256E93AE01090CB845969EEC5CA5B58062BE9FF4609D3A4A31A3794ADCBC8116","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/health/长文13-中医系统论与现代科学的对话.md","4462","DFE71E70CC16E65E1D73665AA8539587840C0E2B77A1B842F7DFDAE5A5982ECE","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/health/长文16-糖瘾的双重劫持.md","4286","7249A6AEB8EBE3CAA7A1C1DFA9F430AA2CE2D2C499784A39DEEA63E9AF7CC229","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/health/长文18-成瘾者的身份重建.md","3979","9BB35C600543BF684E0FD5A0EBC7EEA24A2BBC8F8817FCA69B034AACFD7316E3","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/health/长文22-低碳水饮食的30天实验指南.md","4428","57468973075E62D1099423BA89C7B8952E38CEF60316A091B7DDD5A67B71CDDD","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/health/长文23-多巴胺断食实操手册.md","3842","7F656E3F38566E4DDC2D4FF2C22D3B5C6B9BB7AE18F488E53F3B86A68BB7A6B4","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/health/长文29-成瘾者的自我重建.md","3604","CF7415CEFDD4CA2B659D62CE0F49F4174E755865694E240E0247A746BEB82518","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/health/长文31-低碳水的科学争议与共识.md","3497","E94DE7D5B9774853A1D8E52F949580D1EB3EB4C760274DC60154F36755C81793","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/health/长文34-新陈代谢的底层逻辑.md","4139","9C7ADE098CE1639ACA2828E57904BE6114D111F6ADCD4E6EF0F7CE5563042DEF","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/health/长文39-中医的现代科学验证.md","3283","3116CC96D1B472F808676A2145B801CE97A6D5C1AD7B36AA5383BC4AF6C14844","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/health/长文47-生酮饮食的迷思与真相.md","3185","13DC15C8374A16292D3FB920EB4ADAAE64FADED3AA4BE60ADAC13483FE1792F0","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/health/长文72-你为什么总是想吃糖.md","3198","FC6D454CEAA3333EA8D60EF2785CEEBE4E965737EE3067D563EAB4601A5AD810","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/health/长文73-代谢综合征不是一种病.md","2849","53BA657ADDCE7D180CE28E2F418B6BCE517C90124DF9108C09226A6D73E22413","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/health/长文74-中医的'治未病'与现代预防医学.md","2932","1BB83C1BA600F5EEEE1BD9BD20F79AB8DD97EA60C5795BE3C3D03E93A5974476","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/health/长文75-肠道是人体的第二大脑.md","2741","2A226BEEECE4D24898D23186F04538A4A147D74A0DED295274DAE105C41476AF","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/health/长文85-21岁的身体是一笔复利投资.md","2872","CE27301B0BEA3B9DF1B0123C009C1C3AA2EE7EBA4BBA9E82646BDA9C6D65E38B","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/history-society/长文09-日本失落的三十年.md","4345","63F4016AE4AAAFA0F544EA26EA720C1D27E1A76F3F9908524D8CDD7D34DD9472","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/history-society/长文10-大明王朝的现代启示录.md","4252","11C5C8554662D23E358F0FB1DDBCEB14544EFD4BBD75F72A98D9496166F38849","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/history-society/长文38-历史周期律的个人启示.md","3370","2C9594A467004F79E2876028782A6A2EF0897E8D15BFF25D383D36469FFD1F15","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/history-society/长文52-权力的本质是信息不对称.md","3964","CC0365EAE275DAA982642CA379862E316D784B4CBF8C6B2864530A880EF85838","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/history-society/长文53-衰退期的三条生存法则.md","3988","27FCB94386A1B0842108EA9275D7FCCB54C57EAB58FDE9CE3EDE6B98CA06EC13","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/history-society/长文54-历史不会重复但总在押韵.md","3631","CA04EBE2CFAB56D1405C68ADF5CD5E52CF3B995811CA0BE3426F92BE247C3119","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/history-society/长文55-权力的四种形态.md","3606","4B0A1FC74B43D2139E4ECE22669B6F3A4EAD4C8ECBD59A93CCE00E6EE3A7215E","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/history-society/长文99-赫拉利的共同想象：人类如何被虚构统治.md","3134","97ABCBB5A060AACAFCBC9D146CBE079FE8D7DBD8DDD9902C8E9518DBEDDA5BEC","1","0","","unique-buffer-content","manual-content-review","pending"
