"old_path","new_path","sha256","reason","moved_at"
"99-系统/脚本/arch_diag_v2.py","99-系统/脚本/legacy-meta/blocked-frozen-book-writers/arch_diag_v2.py","4E242F7813F05E8B454A9D6B96EEAC2C10FFC3C07F1025BECB0DE5E541A13ED6","writes to frozen book-v7 or orchestrates that writer chain","2026-07-15"
"99-系统/脚本/architecture_diagram.py","99-系统/脚本/legacy-meta/blocked-frozen-book-writers/architecture_diagram.py","B1E48D6C27CFBF62D64D776A9D0F1A834F75C461AABA5769BB4C8195E6FCFF7F","writes to frozen book-v7 or orchestrates that writer chain","2026-07-15"
"99-系统/脚本/batch_evidence_fix.py","99-系统/脚本/legacy-meta/blocked-frozen-book-writers/batch_evidence_fix.py","453D14B9695DC8DEAFA77A8506ABDAD4A46B75F1AD2EB5981D94E918E82FA021","writes to frozen book-v7 or orchestrates that writer chain","2026-07-15"
"99-系统/脚本/clean_manuscript.py","99-系统/脚本/legacy-meta/blocked-frozen-book-writers/clean_manuscript.py","934378A30D9E6B541543E2CEE92F5FA023F3E9E4E20E30DBE040E7C94C042C22","writes to frozen book-v7 or orchestrates that writer chain","2026-07-15"
"99-系统/脚本/consolidate_references.py","99-系统/脚本/legacy-meta/blocked-frozen-book-writers/consolidate_references.py","1E5701271D269CC34CFAB2E48CD86B9CA749652D983DDCCE29EF356F511EF157","writes to frozen book-v7 or orchestrates that writer chain","2026-07-15"
"99-系统/脚本/content_strategy.py","99-系统/脚本/legacy-meta/blocked-frozen-book-writers/content_strategy.py","0A1639E936260325FBA24946AF21654D2928B82EAE740A5E04500A260B2F03BF","writes to frozen book-v7 or orchestrates that writer chain","2026-07-15"
"99-系统/脚本/evidence_audit.py","99-系统/脚本/legacy-meta/blocked-frozen-book-writers/evidence_audit.py","010173693D4DC1CF12BF24A2FD805ED124B913724B07DF00EC00A257607FABEB","writes to frozen book-v7 or orchestrates that writer chain","2026-07-15"
"99-系统/脚本/evidence_recheck.py","99-系统/脚本/legacy-meta/blocked-frozen-book-writers/evidence_recheck.py","B81ABF7D01A67C62261F94472A30412380F4FB71322E237DE8F547288D828D45","writes to frozen book-v7 or orchestrates that writer chain","2026-07-15"
"99-系统/脚本/gen_slides.py","99-系统/脚本/legacy-meta/blocked-frozen-book-writers/gen_slides.py","5B0CED148BF5754F34051196E12DA9053DE2DDAFC570E92E082478D4804EA798","writes to frozen book-v7 or orchestrates that writer chain","2026-07-15"
"99-系统/脚本/health_check.py","99-系统/脚本/legacy-meta/blocked-frozen-book-writers/health_check.py","8BC01BFDFDD5DA3EC1F0D9970F94B880D48D10591377E67360E5D6C027827F3D","writes to frozen book-v7 or orchestrates that writer chain","2026-07-15"
"99-系统/脚本/master_index.py","99-系统/脚本/legacy-meta/blocked-frozen-book-writers/master_index.py","91ABD471911074CC1D5BC987C280BAF33F7A9E9873CFBF07F55F1AAA1AF54E8B","writes to frozen book-v7 or orchestrates that writer chain","2026-07-15"
"99-系统/脚本/pre_repair_snapshot.py","99-系统/脚本/legacy-meta/blocked-frozen-book-writers/pre_repair_snapshot.py","330C95510184E3159A8DDEDAF1DA565A4447587DC7B82EF040FC2717B2B303C0","writes to frozen book-v7 or orchestrates that writer chain","2026-07-15"
"99-系统/脚本/rebuild_practice.py","99-系统/脚本/legacy-meta/blocked-frozen-book-writers/rebuild_practice.py","E1DF727BB787D20691E8C1639A8EAA9E92BA1A5591B563833207E9406575C80E","writes to frozen book-v7 or orchestrates that writer chain","2026-07-15"
"99-系统/脚本/reformat_book.py","99-系统/脚本/legacy-meta/blocked-frozen-book-writers/reformat_book.py","C85566839A9AAE2C66185A0A3AF2554276054C8EBFB744F1027AAB6640D5110D","writes to frozen book-v7 or orchestrates that writer chain","2026-07-15"
"99-系统/脚本/split_theory_practice.py","99-系统/脚本/legacy-meta/blocked-frozen-book-writers/split_theory_practice.py","EA7D26F978221888943EB34F36F8836D25FED6033BCCD4008689842B78BA7053","writes to frozen book-v7 or orchestrates that writer chain","2026-07-15"
"99-系统/脚本/wewrite_checklist.py","99-系统/脚本/legacy-meta/blocked-frozen-book-writers/wewrite_checklist.py","6A31A97D940F754BC1F98AB6344184B408B06FA05D7D375482E083B493DA99B0","writes to frozen book-v7 or orchestrates that writer chain","2026-07-15"
